,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
2078,"[1.10,2.21,3.31,4.41,5.51,6.62,7.72,8.82,9.93]","[1.08,4.41,10.07,18.18,28.81,42.05,57.97,76.65,94.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.7679830978397161,0.8809217886984979,0.824,0.17600000000000005,fil2,0.113,9.46971055033463,"[0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.02]","[-0.01,-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1065,43.477,7.2271672963112765,0.999,24366.044,-0.021144518557813633
2079,"[1.10,2.19,3.29,4.38,5.48,6.58,7.67,8.77,9.86]","[1.12,4.55,10.39,18.73,29.65,40.78,56.64,75.30,93.04]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.7792769669255942,0.8922156577843761,0.836,0.16400000000000003,fil2,0.113,9.46971055033463,"[0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02]","[-0.01,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1147,39.563,5.074345714729922,1.0,27776.302,-0.023326303558911028
2080,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.70,9.79]","[1.16,4.69,9.52,17.65,28.40,41.86,55.20,73.82,91.58]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.7905708360114724,0.9035095268702542,0.847,0.15300000000000002,fil2,0.113,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02]","[-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1231,36.839,4.786238619164742,1.0,31842.478,-0.02539509945510572
2081,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.18,4.80,9.73,18.03,29.01,42.74,56.34,75.34,93.46]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8018647050973505,0.9148033959561324,0.858,0.14200000000000002,fil2,0.113,9.46971055033463,"[0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02]","[-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1396,36.498,4.607830342355386,1.0,35253.16,-0.027161198244118542
2082,"[1.09,2.18,3.27,4.36,5.46,6.55,7.64,8.73,9.82]","[0.84,4.13,9.98,18.49,27.66,41.24,57.72,73.73,91.87]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8131585741832287,0.9260972650420105,0.87,0.13,fil2,0.113,9.46971055033463,"[0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03]","[-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1605,37.559,5.564025342730404,0.999,41734.961,-0.02900253597138872
2083,"[1.10,2.21,3.31,4.41,5.52,6.62,7.72,8.82,9.93]","[0.86,4.22,10.19,18.86,30.32,42.07,58.89,75.24,93.79]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8244524432691068,0.9373911341278887,0.881,0.119,fil2,0.113,9.46971055033463,"[0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03]","[-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1842,38.626,4.751809460995645,1.0,48298.648,-0.03053972226921392
2084,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[0.88,4.32,10.43,17.64,28.90,40.52,57.26,73.61,92.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.835746312354985,0.9486850032137668,0.892,0.10799999999999998,fil2,0.113,9.46971055033463,"[0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.167,32.2,3.507983687586885,1.0,61215.131,-0.0321043650363409
2085,"[1.08,2.17,3.25,4.34,5.42,6.50,7.59,8.67,9.76]","[0.90,4.40,9.41,17.99,27.36,41.37,55.41,71.70,90.32]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8470401814408631,0.959978872299645,0.904,0.09599999999999997,fil2,0.113,9.46971055033463,"[0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1656,30.177,2.805366377331569,1.0,77984.312,-0.033261956686681554
2086,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[0.92,4.49,9.60,18.36,27.94,42.26,56.65,73.37,92.50]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8583340505267413,0.9712727413855231,0.915,0.08499999999999996,fil2,0.113,9.46971055033463,"[0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1739,29.435,2.7537564104505705,1.0,103706.431,-0.03436449777672022
2087,"[1.09,2.18,3.27,4.36,5.45,6.55,7.64,8.73,9.82]","[0.94,4.60,9.84,18.84,28.69,40.75,55.13,71.92,91.23]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8696279196126194,0.9825666104714013,0.926,0.07399999999999995,fil2,0.113,9.46971055033463,"[0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1647,26.472,1.436802685439076,1.0,162344.277,-0.03540034017222112
2088,"[1.08,2.16,3.25,4.33,5.41,6.49,7.57,8.66,9.74]","[0.96,3.88,10.06,17.52,27.17,41.76,56.55,73.86,89.60]",S_1,/Users/yogehs/Downloads/SbcC/S/1/28.csv,27.0,88.54361533643035,0.8809217886984976,0.9938604795572794,0.937,0.06299999999999994,fil2,0.113,9.46971055033463,"[0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03]","[-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2544,39.857,8.881345004495117,0.999,262475.871,-0.03607916425216474
2089,"[1.11,2.22,3.33,4.44,5.54,6.65,7.76,8.87,9.98]","[0.90,4.37,10.19,18.10,30.05,41.86,58.05,76.28,92.93]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.0,0.11302024835524924,0.057,0.943,fil1,0.113,9.46971055033463,"[0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.07]","[0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5367,28.18,3.386746127957321,0.999,25934.184,0.06185810816040336
2090,"[1.08,2.16,3.25,4.33,5.41,6.49,7.57,8.66,9.74]","[0.83,4.06,9.48,18.59,28.15,39.35,54.79,72.30,88.38]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.011302024835524924,0.12432227319077416,0.068,0.9319999999999999,fil1,0.113,9.46971055033463,"[0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06]","[0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5034,25.687,2.7170950082374064,0.999,45790.152,0.06347942338844496
2091,"[1.08,2.17,3.25,4.34,5.42,6.51,7.59,8.67,9.76]","[0.78,3.84,10.26,17.69,28.89,39.99,55.30,72.67,88.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.02260404967104985,0.13562429802629908,0.079,0.921,fil1,0.113,9.46971055033463,"[0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.06]","[0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5337,26.459,2.8004432510592623,0.999,81803.401,0.06430551247457336
2092,"[1.09,2.17,3.26,4.34,5.43,6.51,7.60,8.68,9.77]","[1.14,4.42,9.67,18.35,27.44,40.44,55.61,72.89,88.84]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.033906074506574777,0.146926322861824,0.09,0.91,fil1,0.113,9.46971055033463,"[0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05]","[0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5405,26.361,2.857039022217341,0.999,134330.926,0.06465247401316264
2093,"[1.09,2.19,3.28,4.37,5.47,6.56,7.65,8.75,9.84]","[1.09,4.23,10.49,17.65,28.43,41.48,56.71,74.07,90.14]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.0452080993420997,0.15822834769734895,0.102,0.898,fil1,0.113,9.46971055033463,"[0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05]","[0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.567,27.652,3.2059758190700105,0.999,101192.955,0.06437344765146655
2094,"[1.08,2.16,3.24,4.32,5.40,6.48,7.57,8.65,9.73]","[1.03,4.02,10.03,18.51,27.39,40.13,55.09,72.22,88.15]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.05651012417762462,0.16953037253287384,0.113,0.887,fil1,0.113,9.46971055033463,"[0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.04]","[0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5304,26.694,2.7306920346266113,0.999,56612.304,0.06364655532257016
2095,"[1.09,2.18,3.28,4.37,5.46,6.55,7.64,8.73,9.83]","[0.98,4.65,9.66,17.91,28.51,41.41,56.55,73.92,90.07]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.06781214901314954,0.1808323973683988,0.124,0.876,fil1,0.113,9.46971055033463,"[0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04]","[0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5477,28.503,3.275028308314966,0.999,31755.534,0.06216578756072207
2096,"[1.08,2.17,3.25,4.34,5.42,6.51,7.59,8.68,9.76]","[0.95,4.49,10.55,17.44,27.88,40.63,55.67,72.98,89.12]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.07911417384867446,0.19213442220392368,0.136,0.864,fil1,0.113,9.46971055033463,"[0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04]","[0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5107,28.194,3.0185113568385162,0.999,22388.187,0.06044283648589774
2097,"[1.10,2.20,3.30,4.40,5.51,6.61,7.71,8.81,9.91]","[0.92,4.37,10.31,18.66,29.38,42.43,57.81,75.50,91.99]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.09041619868419938,0.20343644703944863,0.147,0.853,fil1,0.113,9.46971055033463,"[0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.04]","[0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5413,31.787,3.7780001566448975,0.999,16845.305,0.05809339738013139
2098,"[1.10,2.20,3.30,4.39,5.49,6.59,7.69,8.79,9.89]","[0.90,4.29,10.14,18.41,29.07,42.10,57.48,75.21,91.76]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.1017182235197243,0.21473847187497352,0.158,0.842,fil1,0.113,9.46971055033463,"[0.08,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03]","[0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5068,32.27,3.865399694138285,0.999,14628.007,0.055738161241953556
2099,"[1.08,2.15,3.23,4.31,5.38,6.46,7.53,8.61,9.69]","[0.88,4.22,10.01,18.23,26.93,39.57,54.61,72.02,88.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.11302024835524922,0.22604049671049847,0.17,0.83,fil1,0.113,9.46971055033463,"[0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03]","[0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4137,29.696,3.378193197177178,0.999,13981.66,0.052958839973291406
2100,"[1.10,2.19,3.29,4.39,5.48,6.58,7.68,8.78,9.87]","[0.87,4.18,9.95,18.17,28.82,41.89,57.38,75.26,91.96]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.12432227319077414,0.23734252154602337,0.181,0.819,fil1,0.113,9.46971055033463,"[0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03]","[0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4418,34.672,4.656448451183378,0.999,13410.894,0.05005721725918598
2101,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.88]","[0.86,4.17,9.93,18.16,28.83,41.96,57.51,75.46,92.21]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.13562429802629908,0.24864454638154831,0.192,0.808,fil1,0.113,9.46971055033463,"[0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.02]","[0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4166,36.353,5.211327808106104,0.999,13922.772,0.04741807204480075
2102,"[1.08,2.15,3.23,4.31,5.39,6.46,7.54,8.62,9.69]","[0.86,4.16,9.94,18.19,26.96,39.74,54.95,72.57,89.03]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.146926322861824,0.2599465712170732,0.203,0.7969999999999999,fil1,0.113,9.46971055033463,"[0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02]","[0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3358,33.846,4.621569827833522,0.999,15679.601,0.04455342621479926
2103,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[0.86,4.17,9.97,18.25,29.02,42.25,57.90,75.93,92.71]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.15822834769734892,0.27124859605259816,0.215,0.785,fil1,0.113,9.46971055033463,"[0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02]","[0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3711,41.481,6.941394915078714,0.999,17104.375,0.04185699422651031
2104,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.88]","[0.86,4.18,10.00,18.32,29.12,42.38,58.05,76.05,92.78]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.16953037253287384,0.2825506208881231,0.226,0.774,fil1,0.113,9.46971055033463,"[0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02]","[0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3553,44.596,8.111667421995548,0.999,19658.352,0.03952928865294725
2105,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[0.87,4.20,10.04,18.39,29.21,42.48,58.12,76.04,92.65]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.18083239736839876,0.293852645723648,0.237,0.763,fil1,0.113,9.46971055033463,"[0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02]","[0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3409,49.069,10.047404060902478,0.999,24380.345,0.036990030592330296
2106,"[1.09,2.19,3.28,4.37,5.46,6.56,7.65,8.74,9.84]","[0.87,4.22,10.07,18.43,29.26,42.49,58.06,72.75,92.35]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.19213442220392368,0.3051546705591729,0.249,0.751,fil1,0.113,9.46971055033463,"[0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02]","[0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.2333,37.458,5.011868378718822,0.999,30394.229,0.03510505741052224
2107,"[1.09,2.18,3.27,4.35,5.44,6.53,7.62,8.71,9.80]","[0.87,4.23,10.09,18.45,29.24,42.40,55.10,72.36,91.75]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.2034364470394486,0.31645669539469784,0.26,0.74,fil1,0.113,9.46971055033463,"[0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01]","[0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1844,33.553,3.2624652832089125,1.0,41252.515,0.03310565327881635
2108,"[1.08,2.17,3.25,4.34,5.42,6.50,7.59,8.67,9.76]","[0.87,4.23,10.09,18.42,29.15,39.87,54.79,71.88,91.06]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.21473847187497352,0.3277587202302228,0.271,0.729,fil1,0.113,9.46971055033463,"[0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01]","[0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1592,31.931,2.850774341046241,1.0,54709.973,0.03164232399653975
2109,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.79,9.88]","[0.88,4.23,10.07,18.35,28.99,41.90,57.02,74.27,93.56]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.22604049671049845,0.3390607450657477,0.283,0.7170000000000001,fil1,0.113,9.46971055033463,"[0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01]","[0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1676,36.311,2.6658181530077503,1.0,72828.068,0.0302566777589442
2110,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[0.87,4.21,10.01,18.19,28.69,41.43,56.33,73.31,92.29]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.23734252154602337,0.3503627699012726,0.294,0.706,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01]","[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1559,37.405,2.446001840483983,1.0,104632.446,0.028909193863490664
2111,"[1.08,2.17,3.25,4.33,5.41,6.50,7.58,8.66,9.75]","[0.87,4.18,9.92,18.01,28.37,40.94,55.64,72.39,91.09]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.2486445463815483,0.3616647947367975,0.305,0.6950000000000001,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01]","[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.147,38.127,2.3167643035257064,1.0,138916.916,0.027928084532094454
2112,"[1.09,2.19,3.28,4.37,5.47,6.56,7.66,8.75,9.84]","[0.86,4.14,9.81,17.79,28.01,42.67,57.50,74.31,93.03]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.2599465712170732,0.37296681957232247,0.316,0.6839999999999999,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01]","[0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1576,43.35,7.1067244638843965,0.999,171383.916,0.02698899801869938
2113,"[1.08,2.17,3.25,4.33,5.42,6.50,7.58,8.66,9.75]","[0.85,4.08,9.64,17.49,27.53,41.92,56.47,72.95,91.28]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.27124859605259816,0.38426884440784737,0.328,0.6719999999999999,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01]","[0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1484,44.221,7.375000314978635,0.999,205824.694,0.026071764464640056
2114,"[1.09,2.18,3.28,4.37,5.46,6.55,7.65,8.74,9.83]","[0.84,4.02,10.64,18.72,28.96,41.27,58.14,74.64,92.92]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.2825506208881231,0.39557086924337237,0.339,0.661,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01]","[0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1581,49.53,7.5975302410978145,1.0,211709.536,0.025327141547816366
2115,"[1.08,2.16,3.24,4.32,5.40,6.48,7.56,8.64,9.72]","[0.82,3.94,10.44,18.38,28.42,40.47,56.98,73.10,90.95]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.29385264572364805,0.40687289407889726,0.35,0.65,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01]","[0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1512,50.96,8.187226182277318,1.0,220975.714,0.024551164885561583
2116,"[1.09,2.18,3.26,4.35,5.44,6.53,7.61,8.70,9.79]","[1.16,4.61,10.28,18.08,27.95,41.95,55.98,74.58,92.31]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.305154670559173,0.41817491891442227,0.362,0.638,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01]","[0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1354,48.011,7.212905343048793,1.0,224944.961,0.023858568163531012
2117,"[1.09,2.18,3.28,4.37,5.46,6.55,7.64,8.74,9.83]","[1.14,4.53,10.08,17.72,29.17,41.05,57.19,75.62,93.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.31645669539469795,0.42947694374994716,0.373,0.627,fil1,0.113,9.46971055033463,"[0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01]","[0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1415,53.384,10.680330913010971,0.999,234334.009,0.023064737425652185
2118,"[1.10,2.19,3.29,4.39,5.48,6.58,7.68,8.78,9.87]","[1.12,4.45,9.91,18.85,28.63,42.38,58.49,74.05,94.06]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.3277587202302229,0.44077896858547216,0.384,0.616,fil1,0.113,9.46971055033463,"[0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1148,45.604,6.273088454039053,1.0,243813.427,0.022417869923597334
2119,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.78,9.88]","[1.10,4.36,10.78,18.43,29.73,41.35,56.99,74.72,94.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.33906074506574785,0.45208099342099706,0.396,0.604,fil1,0.113,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.1005,42.595,4.0439788968866734,1.0,259726.508,0.021683860751679843
2120,"[1.08,2.16,3.24,4.32,5.40,6.48,7.56,8.65,9.73]","[1.08,4.26,9.47,17.98,28.98,40.26,55.42,72.55,91.44]",S_1,/Users/yogehs/Downloads/SbcC/S/1/29.csv,28.0,88.47972062994984,0.3503627699012728,0.46338301825652206,0.407,0.593,fil1,0.113,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0965,44.132,4.943754691827929,1.0,286123.764,0.021033517779242658
