,arc_L_segment,end_end_dist_2_segment,file_label,file_path,frame_numer,max_arc_l,Arc_win_rgn_A,Arc_win_rgn_B,avg_arc_l_win_fil_1,avg_arc_l_win_fil_2,fil_label,Arc_win_size,max_arc_L_segment,E_bend_arr_kBT,Mean_Curvature_segment,Std_Curvature_segment,E_bend_filament_kBT,L_p,L_p_std,R_sq_fit,L_P_dist,mean_pt_curv_for_dist
42,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.75,9.85]","[1.08,4.73,10.16,18.46,29.09,41.93,58.52,75.76,94.97]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5032834421524556,0.6231128331411354,0.563,0.43700000000000006,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0077,87.418,18.165478698038644,1.0,62444.242,0.0014004830738263937
43,"[1.09,2.19,3.28,4.37,5.47,6.56,7.65,8.75,9.84]","[1.05,4.62,10.63,18.97,29.57,42.34,57.18,75.83,94.81]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5152663812513235,0.6350957722400034,0.575,0.42500000000000004,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0074,84.964,10.566349326929965,1.0,54090.701,-9.86910290344317e-05
44,"[1.10,2.21,3.31,4.42,5.52,6.63,7.73,8.84,9.94]","[1.03,4.53,10.41,19.53,30.13,42.84,59.18,77.89,96.86]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5272493203501915,0.6470787113388713,0.587,0.41300000000000003,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]","[0.01,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0119,103.74,23.561134209350243,1.0,46360.881,-0.001611986682501464
45,"[1.10,2.21,3.31,4.41,5.52,6.62,7.73,8.83,9.93]","[1.00,4.42,10.87,19.08,29.44,43.23,59.43,77.93,96.68]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5392322594490594,0.6590616504377392,0.599,0.401,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01]","[0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0197,118.019,34.817715216832056,1.0,40749.763,-0.003284907777967874
46,"[1.10,2.21,3.31,4.41,5.51,6.62,7.72,8.82,9.92]","[1.21,4.78,10.62,18.65,29.91,43.61,58.11,76.21,96.50]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5512151985479273,0.6710445895366072,0.611,0.389,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01]","[0.00,0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0172,73.938,8.652020587080887,1.0,39434.874,-0.0049016027476226146
47,"[1.10,2.20,3.31,4.41,5.51,6.61,7.71,8.81,9.92]","[1.18,4.67,10.38,19.13,29.24,42.65,58.36,76.28,96.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5631981376467953,0.6830275286354751,0.623,0.377,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01]","[0.00,-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0223,72.812,8.813700093240046,1.0,42151.668,-0.006395815296041423
48,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.16,4.57,10.83,18.71,29.70,43.03,58.61,76.37,96.29]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5751810767456632,0.695010467734343,0.635,0.365,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01]","[-0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0316,81.47,7.409333999255217,1.0,48968.811,-0.007757089162815762
49,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.13,4.46,10.56,19.13,30.08,43.30,58.74,76.35,96.10]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5871640158445312,0.706993406833211,0.647,0.353,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01]","[-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0438,91.591,8.743850026258382,1.0,63715.89,-0.009096218319935538
50,"[1.10,2.20,3.30,4.40,5.51,6.61,7.71,8.81,9.91]","[1.10,4.80,10.33,18.72,29.44,42.40,59.05,76.57,96.24]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.5991469549433991,0.7189763459320789,0.659,0.34099999999999997,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01]","[-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0469,84.197,15.184983829696082,1.0,89104.267,-0.010142530835321358
51,"[1.09,2.18,3.27,4.37,5.46,6.55,7.64,8.73,9.82]","[1.08,4.68,10.09,18.29,28.77,42.74,57.83,75.08,94.49]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.611129894042267,0.7309592850309469,0.671,0.32899999999999996,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0543,85.998,15.32347227368262,1.0,148164.706,-0.011088562359475206
52,"[1.10,2.21,3.31,4.42,5.52,6.63,7.73,8.84,9.94]","[1.05,4.59,10.51,18.76,30.31,43.22,58.29,77.22,96.84]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.623112833141135,0.7429422241298148,0.683,0.31699999999999995,fil2,0.12,9.46971055033463,"[0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0568,80.593,11.802347628373369,1.0,283732.011,-0.011789650246035783
53,"[1.10,2.19,3.29,4.39,5.49,6.58,7.68,8.78,9.88]","[1.03,4.48,10.28,19.21,29.72,42.42,58.77,76.04,95.52]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6350957722400029,0.7549251632286827,0.695,0.30500000000000005,fil2,0.12,9.46971055033463,"[0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0688,91.277,13.998851709147912,1.0,805986.595,-0.012323973822937396
54,"[1.10,2.20,3.31,4.41,5.51,6.61,7.71,8.82,9.92]","[1.01,4.80,10.70,18.84,30.24,42.99,59.40,76.75,96.34]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6470787113388708,0.7669081023275507,0.707,0.29300000000000004,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0765,96.78,15.225500021101238,1.0,4333011.616,-0.012622007459234679
55,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[1.19,4.71,10.50,18.53,29.80,42.43,58.73,76.01,95.58]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6590616504377388,0.7788910414264186,0.719,0.281,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0689,86.712,12.292747713338244,1.0,9645111.72,-0.012675598886225782
56,"[1.10,2.19,3.29,4.38,5.48,6.57,7.67,8.76,9.86]","[1.17,4.63,10.34,19.11,29.45,42.00,58.24,75.51,95.11]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6710445895366067,0.7908739805252866,0.731,0.269,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.063,80.228,9.326189334797645,1.0,5019938.934,-0.012604615709888098
57,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.84,9.95]","[1.15,4.57,10.84,18.91,30.24,42.95,59.42,76.94,96.86]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6830275286354747,0.8028569196241545,0.743,0.257,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0652,84.387,10.24764327432619,1.0,2435760.854,-0.012445319174478102
58,"[1.11,2.21,3.32,4.42,5.53,6.64,7.74,8.85,9.95]","[1.14,4.52,10.74,18.77,30.07,42.79,59.30,76.92,97.00]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.6950104677343426,0.8148398587230224,0.755,0.245,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.0627,76.961,10.109535384691632,1.0,223677.347,-0.012854179705961302
59,"[1.10,2.20,3.29,4.39,5.49,6.59,7.69,8.78,9.88]","[1.12,4.48,10.67,18.68,30.00,42.77,57.90,75.46,95.57]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7069934068332105,0.8268227978218904,0.767,0.23299999999999998,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.04]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01]",0.0875,70.691,5.241911439574777,1.0,22211.212,-0.014873112121912734
60,"[1.10,2.21,3.31,4.41,5.52,6.62,7.72,8.82,9.93]","[1.12,4.46,10.65,18.67,30.03,42.88,58.15,77.68,96.37]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7189763459320785,0.8388057369207583,0.779,0.22099999999999997,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.11]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03,-0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00]",0.2032,86.159,19.084240719812733,1.0,6799.145,-0.018364485249223062
61,"[1.10,2.20,3.30,4.40,5.50,6.60,7.69,8.79,9.89]","[1.11,4.45,10.65,18.71,30.15,43.14,58.60,76.68,95.55]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7309592850309464,0.8507886760196263,0.791,0.20899999999999996,fil2,0.12,9.46971055033463,"[0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.10,0.17]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.03,-0.05,-0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00]",0.3599,90.046,14.589774777129154,1.0,3454.379,-0.022666246308040653
62,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.11,4.46,10.70,18.83,29.32,42.27,57.80,76.08,95.30]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7429422241298144,0.8627716151184942,0.803,0.19699999999999995,fil2,0.12,9.46971055033463,"[0.01,0.01,0.00,0.00,0.00,0.02,0.06,0.12,0.16]","[-0.01,-0.01,-0.01,-0.01,-0.01,-0.03,-0.04,-0.06,-0.07]","[0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00]",0.3867,60.574,6.086900703679716,1.0,2116.647,-0.028434420928048102
63,"[1.10,2.21,3.31,4.41,5.51,6.62,7.72,8.82,9.92]","[1.12,4.49,10.77,18.99,29.63,42.82,58.71,75.71,95.41]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7549251632286823,0.8747545542173621,0.815,0.18500000000000005,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.00,0.02,0.05,0.10,0.14,0.17]","[-0.01,-0.01,-0.01,-0.01,-0.02,-0.04,-0.06,-0.07,-0.07]","[0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00]",0.4924,53.898,3.531072236423209,1.0,1620.427,-0.034235599243596565
64,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.13,4.53,10.26,19.25,30.11,42.30,58.48,75.98,94.30]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7669081023275502,0.8867374933162301,0.827,0.17300000000000004,fil2,0.12,9.46971055033463,"[0.00,0.00,0.00,0.02,0.05,0.09,0.13,0.16,0.17]","[-0.01,-0.01,-0.01,-0.02,-0.04,-0.06,-0.07,-0.07,-0.08]","[0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00]",0.6408,52.749,6.521948623202283,1.0,1429.471,-0.040562137619524576
65,"[1.10,2.20,3.30,4.40,5.50,6.60,7.70,8.80,9.90]","[1.14,4.58,10.40,18.68,29.57,43.30,58.50,74.69,93.61]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7788910414264182,0.898720432415098,0.839,0.16100000000000003,fil2,0.12,9.46971055033463,"[0.00,0.00,0.01,0.04,0.07,0.10,0.13,0.13,0.13]","[-0.01,-0.01,-0.02,-0.04,-0.06,-0.07,-0.07,-0.08,-0.07]","[0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00]",0.6125,41.599,4.590975531194141,1.0,1449.248,-0.04633294978225907
66,"[1.11,2.21,3.32,4.42,5.53,6.63,7.74,8.85,9.95]","[1.15,4.65,10.58,19.08,30.34,43.24,59.00,76.03,93.79]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.7908739805252861,0.910703371513966,0.851,0.14900000000000002,fil2,0.12,9.46971055033463,"[0.00,0.01,0.03,0.06,0.09,0.12,0.13,0.12,0.11]","[-0.01,-0.02,-0.04,-0.05,-0.07,-0.07,-0.08,-0.07,-0.07]","[0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.671,39.109,4.748253068550186,1.0,1693.927,-0.05200294764411072
67,"[1.09,2.18,3.27,4.37,5.46,6.55,7.64,8.73,9.82]","[1.17,4.75,10.20,18.77,29.15,42.31,56.91,72.42,90.74]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8028569196241541,0.9226863106128339,0.863,0.137,fil2,0.12,9.46971055033463,"[0.01,0.02,0.05,0.07,0.09,0.09,0.09,0.08,0.07]","[-0.02,-0.04,-0.05,-0.07,-0.07,-0.08,-0.08,-0.07,-0.06]","[0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5667,29.686,2.487332408676477,1.0,2575.983,-0.057915363547649076
68,"[1.09,2.19,3.28,4.37,5.47,6.56,7.66,8.75,9.84]","[0.99,4.44,10.54,18.59,29.35,41.69,56.98,73.49,90.59]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.814839858723022,0.9346692497117018,0.875,0.125,fil2,0.12,9.46971055033463,"[0.02,0.04,0.07,0.08,0.09,0.09,0.08,0.07,0.05]","[-0.03,-0.05,-0.06,-0.07,-0.08,-0.08,-0.07,-0.06,-0.06]","[0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5924,28.912,2.3591867531305133,1.0,5382.344,-0.06258294610245926
69,"[1.10,2.20,3.31,4.41,5.51,6.61,7.71,8.81,9.92]","[1.02,4.61,10.32,18.65,28.71,41.61,57.90,73.34,91.65]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8268227978218899,0.9466521888105698,0.887,0.11299999999999999,fil2,0.12,9.46971055033463,"[0.03,0.06,0.07,0.08,0.08,0.07,0.06,0.05,0.04]","[-0.05,-0.06,-0.07,-0.08,-0.08,-0.07,-0.07,-0.06,-0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5332,24.953,1.791286834087445,1.0,10410.196,-0.06506094978559271
70,"[1.10,2.20,3.29,4.39,5.49,6.59,7.68,8.78,9.88]","[1.07,4.40,10.25,19.01,28.46,42.18,55.52,74.16,90.94]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8388057369207579,0.9586351279094377,0.899,0.10099999999999998,fil2,0.12,9.46971055033463,"[0.05,0.07,0.08,0.08,0.07,0.06,0.05,0.04,0.03]","[-0.06,-0.07,-0.08,-0.08,-0.07,-0.07,-0.06,-0.05,-0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5412,25.6,2.20946880728087,1.0,10446.392,-0.06558716870341115
71,"[1.11,2.22,3.33,4.44,5.55,6.65,7.76,8.87,9.98]","[1.13,4.68,10.26,18.45,29.75,42.93,57.33,74.92,92.94]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8507886760196258,0.9706180670083057,0.911,0.08899999999999997,fil2,0.12,9.46971055033463,"[0.07,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.02]","[-0.07,-0.08,-0.08,-0.07,-0.07,-0.06,-0.05,-0.05,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5154,25.426,1.4331006716869985,1.0,6912.113,-0.06412167170497479
72,"[1.09,2.18,3.28,4.37,5.46,6.55,7.64,8.74,9.83]","[0.98,4.61,10.52,18.29,28.88,40.89,55.92,71.63,90.36]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8627716151184938,0.9826010061071736,0.923,0.07699999999999996,fil2,0.12,9.46971055033463,"[0.07,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.02]","[-0.08,-0.08,-0.07,-0.07,-0.06,-0.05,-0.05,-0.04,-0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4374,24.041,0.6952126009796646,1.0,5071.026,-0.061310696879489965
73,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.70,9.79]","[1.08,4.54,10.00,18.12,27.82,40.41,56.39,73.27,89.92]",S_1,/Users/yogehs/Downloads/SbcC/S/1/1.csv,0.0,83.4519804990471,0.8747545542173617,0.9945839452060415,0.935,0.06499999999999995,fil2,0.12,9.46971055033463,"[0.09,0.09,0.07,0.06,0.05,0.04,0.03,0.02,0.02]","[-0.08,-0.07,-0.07,-0.06,-0.05,-0.05,-0.04,-0.04,-0.03]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4628,29.114,3.133016242223866,0.999,4356.986,-0.057294606128474215
74,"[1.11,2.21,3.32,4.42,5.53,6.64,7.74,8.85,9.95]","[1.00,4.68,10.81,19.19,29.62,41.98,58.68,74.85,92.64]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.0,0.12053940415396772,0.06,0.94,fil1,0.121,9.46971055033463,"[0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05]","[0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.563,28.289,2.439848980944446,1.0,143348.563,0.06308505704384271
75,"[1.11,2.21,3.32,4.43,5.53,6.64,7.75,8.85,9.96]","[0.95,4.43,10.28,18.30,30.21,42.48,56.54,75.12,92.83]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.012053940415396772,0.1325933445693645,0.072,0.928,fil1,0.121,9.46971055033463,"[0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05]","[0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5175,26.32,2.0647552563418827,1.0,85214.493,0.06257907764166395
76,"[1.09,2.18,3.27,4.35,5.44,6.53,7.62,8.71,9.80]","[0.89,4.19,9.75,17.42,28.90,40.78,56.91,72.62,89.97]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.024107880830793543,0.14464728498476126,0.084,0.916,fil1,0.121,9.46971055033463,"[0.06,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.04]","[0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5372,28.625,3.1982452410062656,0.999,46800.479,0.06153903890227542
77,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.75,9.85]","[0.85,4.76,10.48,18.26,28.01,41.75,55.47,73.67,91.05]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.036161821246190315,0.15670122540015802,0.096,0.904,fil1,0.121,9.46971055033463,"[0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04]","[0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4903,27.156,2.134749673669753,1.0,30288.87,0.06005301280489829
78,"[1.10,2.20,3.30,4.41,5.51,6.61,7.71,8.81,9.91]","[1.17,4.60,10.16,19.20,29.05,42.90,56.70,74.98,92.41]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.04821576166158709,0.1687551658155548,0.108,0.892,fil1,0.121,9.46971055033463,"[0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.04]","[0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5208,30.414,2.617357631458112,1.0,22349.26,0.058229408358637894
79,"[1.09,2.18,3.27,4.36,5.45,6.54,7.63,8.72,9.81]","[1.13,4.44,9.84,18.66,28.31,41.91,55.50,73.50,90.69]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.06026970207698386,0.1808091062309516,0.121,0.879,fil1,0.121,9.46971055033463,"[0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.03]","[0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4884,31.055,2.7680767144202667,1.0,18506.218,0.05598708951804373
80,"[1.10,2.20,3.30,4.39,5.49,6.59,7.69,8.79,9.89]","[1.10,4.33,10.70,18.30,29.57,41.23,57.05,75.16,92.40]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.07232364249238063,0.19286304664634835,0.133,0.867,fil1,0.121,9.46971055033463,"[0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.03]","[0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4883,33.327,3.464119142310052,1.0,16452.744,0.053721244637549605
81,"[1.09,2.18,3.26,4.35,5.44,6.53,7.62,8.70,9.79]","[1.07,4.23,10.47,17.94,29.04,40.53,56.13,73.97,90.91]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.0843775829077774,0.2049169870617451,0.145,0.855,fil1,0.121,9.46971055033463,"[0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03]","[0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.4642,35.174,3.9727556065319343,1.0,16000.072,0.051161026123548316
82,"[1.09,2.19,3.28,4.38,5.47,6.57,7.66,8.76,9.85]","[1.05,4.15,10.29,19.05,28.59,41.96,57.65,75.48,92.33]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.09643152332317417,0.2169709274771419,0.157,0.843,fil1,0.121,9.46971055033463,"[0.09,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.03]","[0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.5011,42.097,6.515205944143872,0.999,16163.548,0.04836944969428937
83,"[1.08,2.17,3.25,4.33,5.42,6.50,7.59,8.67,9.75]","[1.03,4.08,10.13,17.38,28.16,41.33,56.74,71.59,90.66]",S_1,/Users/yogehs/Downloads/SbcC/S/1/2.csv,1.0,82.96042335854567,0.10848546373857094,0.22902486789253867,0.169,0.831,fil1,0.121,9.46971055033463,"[0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02]","[0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04]","[0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00]",0.3689,34.728,4.121056557189206,1.0,17669.141,0.04584738545430543
